TitleNumber,Title,WtrPubIndicator,PubType,Participant,Share,IPNameNumber,CurrentAffliation,RegistrationDate,RegistrationOrigin,ISWCNumber,SongviewStatus
52394130,EL RENGLON,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",09/15/2021,WORKS REGISTRATION,T3069597468,Reconciled
52394130,EL RENGLON,W," ",RAFAEL COBIAN CARO,100.00,00823332955,"BMI     ",09/15/2021,WORKS REGISTRATION,T3069597468,Reconciled
52430800,ELLA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",09/19/2021,WORKS REGISTRATION,T3070577963,Reconciled
52430800,ELLA,W," ",AMARO PEREZ VICTOR EDUARDO,100.00,01055196755,"BMI     ",09/19/2021,WORKS REGISTRATION,T3070577963,Reconciled
52640818,KIKIL CARO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",10/02/2021,WORKS REGISTRATION,T3071622936,Reconciled
52640818,KIKIL CARO,W," ",RAFAEL COBIAN CARO,100.00,00823332955,"BMI     ",10/02/2021,WORKS REGISTRATION,T3071622936,Reconciled
52640854,PAL QUE QUIERA INVESTIGAR,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",10/02/2021,WORKS REGISTRATION,T3071557245,Reconciled
52640854,PAL QUE QUIERA INVESTIGAR,W," ",GARCIA NICOLAS JR (MR),100.00,00735012771,"BMI     ",10/02/2021,WORKS REGISTRATION,T3071557245,Reconciled
52641132,CABALLOS DE ORO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",10/02/2021,WORKS REGISTRATION,T3071622345,Reconciled
52641132,CABALLOS DE ORO,W," ",HAROS PEDRO,100.00,00675463414,"BMI     ",10/02/2021,WORKS REGISTRATION,T3071622345,Reconciled
52892623,EL KELE,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",10/26/2021,WORKS REGISTRATION,T3106196485,Reconciled
52892623,EL KELE,W," ",VILLANUEVA SALAZAR JOHNY ADAIR,100.00,01117302210,"BMI     ",10/26/2021,WORKS REGISTRATION,T3106196485,Reconciled
52908934,YO SOY EL MANDO 18,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",10/28/2021,WORKS REGISTRATION,T3074590566,Reconciled
52908934,YO SOY EL MANDO 18,W," ",RAFAEL COBIAN CARO,100.00,00823332955,"BMI     ",10/28/2021,WORKS REGISTRATION,T3074590566,Reconciled
52908935,NO QUIERAS VOLVER,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",10/28/2021,WORKS REGISTRATION,T3074504891,Reconciled
52908935,NO QUIERAS VOLVER,W," ",RAFAEL COBIAN CARO,100.00,00823332955,"BMI     ",10/28/2021,WORKS REGISTRATION,T3074504891,Reconciled
52908942,EL RUBIO DE BABUNICA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",10/28/2021,WORKS REGISTRATION,T3074591092,Reconciled
52908942,EL RUBIO DE BABUNICA,W," ",RAFAEL COBIAN CARO,100.00,00823332955,"BMI     ",10/28/2021,WORKS REGISTRATION,T3074591092,Reconciled
52908949,PROVOCARTE Y CONQUISTARTE,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",10/28/2021,WORKS REGISTRATION,T3074591003,Reconciled
52908949,PROVOCARTE Y CONQUISTARTE,W," ",RAFAEL COBIAN CARO,100.00,00823332955,"BMI     ",10/28/2021,WORKS REGISTRATION,T3074591003,Reconciled
52908951,EL M11,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",10/28/2021,WORKS REGISTRATION,T3074590919,Reconciled
52908951,EL M11,W," ",RAFAEL COBIAN CARO,100.00,00823332955,"BMI     ",10/28/2021,WORKS REGISTRATION,T3074590919,Reconciled
52975457,YO SOY LA PUERCA O EL ANIMAL,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",11/05/2021,WORKS REGISTRATION,T3075427628,Pending Society Review
52975457,YO SOY LA PUERCA O EL ANIMAL,W," ",RAFAEL COBIAN CARO,100.00,00823332955,"BMI     ",11/05/2021,WORKS REGISTRATION,T3075427628,Pending Society Review
52981731,9 CUATRO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",11/06/2021,WORKS REGISTRATION,T3076463855,Reconciled
52981731,9 CUATRO,W," ",CERVANTES ALEXANDER RAFAEL MR,100.00,01100585600,"BMI     ",11/06/2021,WORKS REGISTRATION,T3076463855,Reconciled
53465782,AGUILAR,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",11/30/2021,WORKS REGISTRATION,T3080478037,Reconciled
53465782,AGUILAR,W," ",GARCIA NICOLAS JR (MR),100.00,00735012771,"BMI     ",11/30/2021,WORKS REGISTRATION,T3080478037,Reconciled
53465859,EL GUARRO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",11/30/2021,WORKS REGISTRATION,T3080477170,Reconciled
53465859,EL GUARRO,W," ",QUEZADA ALFONSO DE JESUS JR MR,50.00,00870476513,"BMI     ",11/30/2021,WORKS REGISTRATION,T3080477170,Reconciled
53465859,EL GUARRO,W," ",QUEZADA IMANOL MR,50.00,00870520350,"BMI     ",11/30/2021,WORKS REGISTRATION,T3080477170,Reconciled
53465860,JUANITO MUJERES,P,O,SONGS OF AFINARTE,66.67,00817874992,"BMI     ",11/30/2021,WORKS REGISTRATION,T3079547341,Pending Society Review
53465860,JUANITO MUJERES,W," ",GARCIA ALEXANDER,33.33,00782546705,"ASCAP   ",11/30/2021,WORKS REGISTRATION,T3079547341,Pending Society Review
53465860,JUANITO MUJERES,P,O,MELODIES OF AFINARTE,33.33,00807953316,"ASCAP   ",11/30/2021,WORKS REGISTRATION,T3079547341,Pending Society Review
53465860,JUANITO MUJERES,W," ",QUEZADA ALFONSO DE JESUS JR MR,33.34,00870476513,"BMI     ",11/30/2021,WORKS REGISTRATION,T3079547341,Pending Society Review
53465860,JUANITO MUJERES,W," ",QUEZADA IMANOL MR,33.33,00870520350,"BMI     ",11/30/2021,WORKS REGISTRATION,T3079547341,Pending Society Review
53465880,EL DOBLE R,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",11/30/2021,WORKS REGISTRATION,T3080477078,Reconciled
53465880,EL DOBLE R,W," ",QUEZADA ALFONSO DE JESUS JR MR,50.00,00870476513,"BMI     ",11/30/2021,WORKS REGISTRATION,T3080477078,Reconciled
53465880,EL DOBLE R,W," ",QUEZADA IMANOL MR,50.00,00870520350,"BMI     ",11/30/2021,WORKS REGISTRATION,T3080477078,Reconciled
53465881,LAS BENDICIONES,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",11/30/2021,WORKS REGISTRATION,T3080477001,Reconciled
53465881,LAS BENDICIONES,W," ",QUEZADA ALFONSO DE JESUS JR MR,50.00,00870476513,"BMI     ",11/30/2021,WORKS REGISTRATION,T3080477001,Reconciled
53465881,LAS BENDICIONES,W," ",QUEZADA IMANOL MR,50.00,00870520350,"BMI     ",11/30/2021,WORKS REGISTRATION,T3080477001,Reconciled
53465905,LA C Y LA J,P,O,SONGS OF AFINARTE,66.67,00817874992,"BMI     ",11/30/2021,WORKS REGISTRATION,T3079540077,Pending Society Review
53465905,LA C Y LA J,W," ",GARCIA ALEXANDER,33.33,00782546705,"ASCAP   ",11/30/2021,WORKS REGISTRATION,T3079540077,Pending Society Review
53465905,LA C Y LA J,P,O,MELODIES OF AFINARTE,33.33,00807953316,"ASCAP   ",11/30/2021,WORKS REGISTRATION,T3079540077,Pending Society Review
53465905,LA C Y LA J,W," ",QUEZADA ALFONSO DE JESUS JR MR,33.34,00870476513,"BMI     ",11/30/2021,WORKS REGISTRATION,T3079540077,Pending Society Review
53465905,LA C Y LA J,W," ",QUEZADA IMANOL MR,33.33,00870520350,"BMI     ",11/30/2021,WORKS REGISTRATION,T3079540077,Pending Society Review
53469355,EL DE LA O,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",12/01/2021,WORKS REGISTRATION,T3080476291,Reconciled
53469355,EL DE LA O,W," ",CERVANTES ALEXANDER RAFAEL MR,100.00,01100585600,"BMI     ",12/01/2021,WORKS REGISTRATION,T3080476291,Reconciled
53470832,YA AGARRE VUELO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",12/01/2021,WORKS REGISTRATION,T3080466946,Reconciled
53470832,YA AGARRE VUELO,W," ",AMARO PEREZ VICTOR EDUARDO,100.00,01055196755,"BMI     ",12/01/2021,WORKS REGISTRATION,T3080466946,Reconciled
53708666,SIGUE LA CAMISA PUESTA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",12/07/2021,WORKS REGISTRATION,T3081458568,Reconciled
53708666,SIGUE LA CAMISA PUESTA,W," ",COBIAN CARO RAFAEL JR,100.00,00823332857,"BMI     ",12/07/2021,WORKS REGISTRATION,T3081458568,Reconciled
53708700,VIVIR ALEGRE,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",12/07/2021,WORKS REGISTRATION,T3081458273,Reconciled
53708700,VIVIR ALEGRE,W," ",CERVANTES ALEXANDER RAFAEL MR,100.00,01100585600,"BMI     ",12/07/2021,WORKS REGISTRATION,T3081458273,Reconciled
53708708,MISMA SANGRE,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",12/07/2021,WORKS REGISTRATION,T3081526510,Reconciled
53708708,MISMA SANGRE,W," ",QUEZADA ALFONSO DE JESUS JR MR,50.00,00870476513,"BMI     ",12/07/2021,WORKS REGISTRATION,T3081526510,Reconciled
53708708,MISMA SANGRE,W," ",QUEZADA IMANOL MR,50.00,00870520350,"BMI     ",12/07/2021,WORKS REGISTRATION,T3081526510,Reconciled
53708712,YO SOY NACIDO EN GUERRERO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",12/07/2021,WORKS REGISTRATION,T3081458013,Reconciled
53708712,YO SOY NACIDO EN GUERRERO,W," ",GARCIA NICOLAS JR (MR),100.00,00735012771,"BMI     ",12/07/2021,WORKS REGISTRATION,T3081458013,Reconciled
53708751,EL PARIENTE,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",12/07/2021,WORKS REGISTRATION,T3081525993,Reconciled
53708751,EL PARIENTE,W," ",GARCIA NICOLAS JR (MR),100.00,00735012771,"BMI     ",12/07/2021,WORKS REGISTRATION,T3081525993,Reconciled
54041402,27 POR LOS RADIOS,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",01/05/2022,WORKS REGISTRATION,T3085588230,Reconciled
54041402,27 POR LOS RADIOS,W," ",DIEGO SIERRA,100.00,00605773248,"BMI     ",01/05/2022,WORKS REGISTRATION,T3085588230,Reconciled
54126330,EL P8,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",01/14/2022,WORKS REGISTRATION,T3086483827,Reconciled
54126330,EL P8,W," ",CERVANTES ALEXANDER RAFAEL MR,100.00,01100585600,"BMI     ",01/14/2022,WORKS REGISTRATION,T3086483827,Reconciled
54142961,SOY FELIZ,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",01/18/2022,WORKS REGISTRATION,T3117602894,Reconciled
54142961,SOY FELIZ,W," ",QUINTERO GARCIA RAUL,33.33,01018319092,"SACM    ",01/18/2022,WORKS REGISTRATION,T3117602894,Reconciled
54142961,SOY FELIZ,W," ",MAGDALENO ESPINOZA VIDAL ARTURO MR,33.34,01077574527,"BMI     ",01/18/2022,WORKS REGISTRATION,T3117602894,Reconciled
54142961,SOY FELIZ,W," ",FLORES CASTRO ELADIO,33.33,00795830592,"BMI     ",01/18/2022,WORKS REGISTRATION,T3117602894,Reconciled
54570711,HISTORIA GUZMAN,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/11/2022,WORKS REGISTRATION,T3090764395,Pending Society Review
54570711,HISTORIA GUZMAN,W," ",AVILES ARTURO (MR),100.00,00622837839,"BMI     ",02/11/2022,WORKS REGISTRATION,T3090764395,Pending Society Review
54570714,CONMEMORACION ARTURO BELTRAN,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/11/2022,WORKS REGISTRATION,T3014938053,Pending Society Review
54570714,CONMEMORACION ARTURO BELTRAN,W," ",AVILES ARTURO (MR),100.00,00622837839,"BMI     ",02/11/2022,WORKS REGISTRATION,T3014938053,Pending Society Review
54663972,HASTA LA LUNA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/19/2022,WORKS REGISTRATION,T3093026581,Reconciled
54663972,HASTA LA LUNA,W," ",CERVANTES ALEXANDER RAFAEL MR,100.00,01100585600,"BMI     ",02/19/2022,WORKS REGISTRATION,T3093026581,Reconciled
54664019,EL CARO DE LA NORIA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/19/2022,WORKS REGISTRATION,T3093026332,Reconciled
54664019,EL CARO DE LA NORIA,W," ",GARCIA RODOLFO,100.00,00762696008,"BMI     ",02/19/2022,WORKS REGISTRATION,T3093026332,Reconciled
54664026,LAS LECCIONES,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/19/2022,WORKS REGISTRATION,T3093026832,Reconciled
54664026,LAS LECCIONES,W," ",GARCIA RODOLFO,100.00,00762696008,"BMI     ",02/19/2022,WORKS REGISTRATION,T3093026832,Reconciled
54797701,MALDITO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",02/27/2022,WORKS REGISTRATION,T3094479564,Reconciled
54797701,MALDITO,W," ",MAGDALENO ESPINOZA VIDAL ARTURO MR,100.00,01077574527,"BMI     ",02/27/2022,WORKS REGISTRATION,T3094479564,Reconciled
54830486,NO ESTARE AQUI,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/03/2022,WORKS REGISTRATION,T3094525250,Reconciled
54830486,NO ESTARE AQUI,W," ",QUEZADA IMANOL MR,100.00,00870520350,"BMI     ",03/03/2022,WORKS REGISTRATION,T3094525250,Reconciled
54830492,TERMINO CON LO NUESTRO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/03/2022,WORKS REGISTRATION,T3094445935,Reconciled
54830492,TERMINO CON LO NUESTRO,W," ",QUEZADA IMANOL MR,100.00,00870520350,"BMI     ",03/03/2022,WORKS REGISTRATION,T3094445935,Reconciled
54918483,CONOCERTE,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/12/2022,WORKS REGISTRATION,T3097243846,Reconciled
54918483,CONOCERTE,W," ",CERVANTES ALEXANDER RAFAEL MR,100.00,01100585600,"BMI     ",03/12/2022,WORKS REGISTRATION,T3097243846,Reconciled
54918495,COMANDANTE CHINO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/12/2022,WORKS REGISTRATION,T3097244178,Reconciled
54918495,COMANDANTE CHINO,W," ",GARCIA NICOLAS JR (MR),100.00,00735012771,"BMI     ",03/12/2022,WORKS REGISTRATION,T3097244178,Reconciled
54918510,NADA ES FACIL,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/12/2022,WORKS REGISTRATION,T3097243506,Reconciled
54918510,NADA ES FACIL,W," ",CERVANTES ALEXANDER RAFAEL MR,100.00,01100585600,"BMI     ",03/12/2022,WORKS REGISTRATION,T3097243506,Reconciled
54918512,SERA AMOR,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/12/2022,WORKS REGISTRATION,T3097244087,Reconciled
54918512,SERA AMOR,W," ",CERVANTES ALEXANDER RAFAEL MR,100.00,01100585600,"BMI     ",03/12/2022,WORKS REGISTRATION,T3097244087,Reconciled
54918513,AMAR EN SILENCIO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/12/2022,WORKS REGISTRATION,T3097243960,Reconciled
54918513,AMAR EN SILENCIO,W," ",CERVANTES ALEXANDER RAFAEL MR,100.00,01100585600,"BMI     ",03/12/2022,WORKS REGISTRATION,T3097243960,Reconciled
54918515,JUNTO A MI,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/12/2022,WORKS REGISTRATION,T3097243675,Reconciled
54918515,JUNTO A MI,W," ",CERVANTES ALEXANDER RAFAEL MR,100.00,01100585600,"BMI     ",03/12/2022,WORKS REGISTRATION,T3097243675,Reconciled
54918516,LO SE,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/12/2022,WORKS REGISTRATION,T3097243482,Reconciled
54918516,LO SE,W," ",CERVANTES ALEXANDER RAFAEL MR,100.00,01100585600,"BMI     ",03/12/2022,WORKS REGISTRATION,T3097243482,Reconciled
54918541,POR LAS ALTURAS,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",03/12/2022,WORKS REGISTRATION,T3097243142,Pending Society Review
54918541,POR LAS ALTURAS,W," ",PINEDA JOSE,100.00,00664430742,"BMI     ",03/12/2022,WORKS REGISTRATION,T3097243142,Pending Society Review
55636979,DE LO MALO VA LO BUENO,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",04/13/2022,WORKS REGISTRATION,T3101280842,Reconciled
55636979,DE LO MALO VA LO BUENO,W," ",COBIAN CARO RAFAEL JR,100.00,00823332857,"BMI     ",04/13/2022,WORKS REGISTRATION,T3101280842,Reconciled
55720186,LICENCIADA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",04/19/2022,WORKS REGISTRATION,T3103046302,Pending Society Review
55720186,LICENCIADA,W," ",HAROS PEDRO,100.00,00675463414,"BMI     ",04/19/2022,WORKS REGISTRATION,T3103046302,Pending Society Review
55754148,UNA TARDE DE ABRIL,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",04/22/2022,WORKS REGISTRATION,T3102962783,Reconciled
55754148,UNA TARDE DE ABRIL,W," ",OLALDE PEREZ JUAN JAVIER,100.00,01082232881,"SACM    ",04/22/2022,WORKS REGISTRATION,T3102962783,Reconciled
55877663,DOBLE R,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",05/01/2022,WORKS REGISTRATION,T3103996921,Reconciled
55877663,DOBLE R,W," ",QUEZADA ALFONSO DE JESUS JR MR,50.00,00870476513,"BMI     ",05/01/2022,WORKS REGISTRATION,T3103996921,Reconciled
55877663,DOBLE R,W," ",QUEZADA IMANOL MR,50.00,00870520350,"BMI     ",05/01/2022,WORKS REGISTRATION,T3103996921,Reconciled
55979704,VETE MUCHO A LA CHINGADA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",05/07/2022,WORKS REGISTRATION,T3105143366,Reconciled
55979704,VETE MUCHO A LA CHINGADA,W," ",AMARO PEREZ VICTOR EDUARDO,100.00,01055196755,"BMI     ",05/07/2022,WORKS REGISTRATION,T3105143366,Reconciled
56088327,TRAIGO GANAS DE EMPEDARME,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",05/17/2022,WORKS REGISTRATION,T3106155271,Pending Society Review
56088327,TRAIGO GANAS DE EMPEDARME,W," ",RAMIREZ MALDONADO JUAN,100.00,01027762170,"BMI     ",05/17/2022,WORKS REGISTRATION,T3106155271,Pending Society Review
56088526,LA PARRANDA,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",05/17/2022,WORKS REGISTRATION,T3106205254,Pending Society Review
56088526,LA PARRANDA,W," ",HAROS PEDRO,100.00,00675463414,"BMI     ",05/17/2022,WORKS REGISTRATION,T3106205254,Pending Society Review
56282908,EL URIEL,P,O,SONGS OF AFINARTE,100.00,00817874992,"BMI     ",05/26/2022,WORKS REGISTRATION,T3106938205,Pending Society Review
56282908,EL URIEL,W," ",COBIAN CARO RAFAEL JR,100.00,00823332857,"BMI     ",05/26/2022,WORKS REGISTRATION,T3106938205,Pending Society Review
